user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
9315,32.0,Male,Manager,3.98,83.0,7.09,7.69,5.81,1.0,38.0,294.0,5.88
9316,48.0,Male,Freelancer,3.56,16.0,6.86,7.14,3.96,4.0,109.0,299.0,1.72
9317,24.0,Male,,2.47,85.0,4.89,9.3,,0.0,33.0,198.0,4.8
9318,58.0,Female,Manager,4.19,6.0,7.26,7.61,6.34,0.0,28.0,44.0,6.77
9319,27.0,Male,Software Engineer,5.25,102.0,5.63,5.79,7.66,1.0,42.0,277.0,7.5
9320,27.0,Male,Doctor,5.97,116.0,7.06,5.29,,0.0,59.0,268.0,9.74
9321,56.0,Male,Manager,2.41,61.0,6.71,7.97,3.76,4.0,45.0,135.0,3.47
9322,45.0,Male,Teacher,8.01,57.0,8.21,2.71,10.0,3.0,45.0,142.0,9.27
9323,47.0,Other,Software Engineer,3.8,43.0,,7.1,5.74,3.0,65.0,92.0,5.42
9324,54.0,Female,Software Engineer,9.26,57.0,4.76,4.28,10.0,0.0,54.0,181.0,10.0
9325,20.0,Female,Student,3.97,52.0,8.27,8.37,3.6,3.0,62.0,197.0,2.96
9326,32.0,Male,Software Engineer,8.77,117.0,6.22,4.92,10.0,3.0,83.0,251.0,10.0
9327,38.0,Female,Manager,4.17,105.0,7.91,,8.11,4.0,86.0,217.0,9.59
9328,54.0,Male,Manager,5.55,71.0,8.8,6.22,6.93,1.0,30.0,287.0,6.84
9329,29.0,Male,Software Engineer,4.35,,6.72,7.91,5.53,4.0,108.0,284.0,3.78
9330,21.0,Male,Software Engineer,4.48,109.0,5.5,6.23,6.26,0.0,43.0,40.0,8.14
9331,26.0,Other,Software Engineer,,5.0,7.97,7.7,5.23,0.0,26.0,146.0,7.23
9332,56.0,Male,Doctor,7.24,18.0,8.65,5.87,10.0,1.0,20.0,56.0,10.0
9333,59.0,Female,Teacher,8.83,85.0,5.23,3.99,10.0,,114.0,262.0,10.0
9334,45.0,Male,Researcher,6.12,110.0,7.44,5.2,8.89,0.0,59.0,292.0,8.41
9335,40.0,Male,Freelancer,2.95,,7.9,8.69,2.56,1.0,104.0,,2.98
9336,57.0,Female,Researcher,9.91,63.0,4.13,3.24,10.0,1.0,67.0,176.0,9.17
9337,39.0,Male,Manager,7.15,83.0,6.96,4.96,10.0,4.0,43.0,223.0,
9338,41.0,Female,Doctor,4.37,90.0,7.17,5.78,5.59,1.0,40.0,244.0,5.93
9339,43.0,Male,Freelancer,9.71,26.0,7.18,4.98,10.0,4.0,79.0,23.0,8.91
9340,47.0,Male,Student,9.63,6.0,4.42,4.49,10.0,2.0,45.0,145.0,
9341,50.0,Female,,1.72,117.0,4.11,8.02,3.53,0.0,,196.0,2.53
9342,33.0,Female,Software Engineer,1.18,23.0,,7.91,1.76,3.0,8.0,183.0,2.36
9343,39.0,Male,Manager,1.4,7.0,5.79,8.81,2.42,0.0,37.0,137.0,2.57
9344,35.0,Female,Freelancer,,66.0,4.72,4.14,10.0,0.0,94.0,158.0,10.0
9345,24.0,Female,Student,7.4,10.0,6.55,5.95,10.0,3.0,86.0,242.0,10.0
9346,43.0,Male,Manager,7.52,99.0,5.14,5.27,9.39,3.0,75.0,231.0,9.62
9347,25.0,Female,Researcher,6.67,65.0,5.69,5.29,8.06,4.0,103.0,287.0,8.68
9348,23.0,Male,Researcher,3.57,0.0,5.46,7.36,4.43,,1.0,138.0,4.51
9349,47.0,Male,Designer,2.5,6.0,7.86,6.7,4.58,4.0,92.0,162.0,3.73
9350,56.0,Female,Freelancer,9.35,23.0,8.39,2.81,,4.0,118.0,158.0,8.65
9351,40.0,Male,Software Engineer,9.22,11.0,5.49,4.53,10.0,4.0,18.0,22.0,10.0
9352,49.0,Female,Manager,3.18,62.0,5.88,7.76,4.66,,,186.0,5.99
9353,39.0,Female,Software Engineer,2.51,71.0,8.08,5.91,6.46,,63.0,240.0,6.29
9354,59.0,Male,Designer,4.38,,7.8,7.35,5.24,0.0,,40.0,8.12
9355,26.0,Female,Doctor,1.44,69.0,,6.87,2.67,1.0,22.0,182.0,2.41
9356,48.0,Female,Freelancer,2.46,102.0,7.54,6.86,4.91,3.0,4.0,,7.3
9357,24.0,Female,Designer,4.42,87.0,5.49,6.65,6.9,4.0,27.0,95.0,6.86
9358,26.0,Male,Designer,3.15,115.0,8.68,4.97,5.94,1.0,50.0,34.0,7.14
9359,30.0,Male,Manager,7.63,23.0,,4.96,10.0,4.0,83.0,93.0,9.57
9360,20.0,Female,Researcher,9.14,37.0,5.06,4.32,10.0,2.0,119.0,168.0,9.38
9361,52.0,Female,Freelancer,9.18,107.0,7.31,4.72,9.27,0.0,9.0,149.0,9.55
9362,50.0,Male,Teacher,6.44,70.0,4.77,6.0,9.83,0.0,10.0,294.0,10.0
9363,38.0,Female,Software Engineer,7.33,9.0,6.89,6.58,8.05,0.0,75.0,291.0,7.99
9364,48.0,Female,Freelancer,5.45,29.0,5.45,7.17,5.17,4.0,70.0,185.0,3.85
9365,51.0,Male,Researcher,25.0,102.0,4.53,7.59,4.9,3.0,23.0,194.0,5.41
9366,49.0,,Manager,,,7.02,3.55,10.0,0.0,68.0,182.0,10.0
9367,52.0,Male,Software Engineer,4.15,26.0,8.42,4.77,8.22,0.0,44.0,25.0,8.23
9368,32.0,Male,Doctor,1.05,29.0,,7.54,3.64,4.0,86.0,33.0,3.94
9369,49.0,,Freelancer,6.17,78.0,8.5,,7.35,3.0,86.0,239.0,5.69
9370,23.0,Male,Doctor,2.79,116.0,4.64,7.06,5.79,0.0,7.0,92.0,7.24
9371,38.0,Male,Teacher,8.98,1.0,7.71,5.51,9.87,4.0,33.0,241.0,10.0
9372,50.0,Female,Teacher,9.41,7.0,8.95,4.13,10.0,0.0,33.0,70.0,10.0
9373,49.0,,Teacher,2.46,16.0,4.47,8.66,,1.0,101.0,249.0,3.93
9374,36.0,Male,Researcher,1.26,,5.06,6.27,3.49,1.0,49.0,42.0,
9375,50.0,Female,Doctor,1.04,63.0,6.32,8.76,3.24,0.0,45.0,83.0,2.84
9376,45.0,Female,Designer,9.22,60.0,7.69,3.76,10.0,4.0,1.0,182.0,7.78
9377,48.0,Male,Researcher,2.37,12.0,8.49,10.0,2.74,4.0,41.0,278.0,2.74
9378,38.0,Male,Manager,4.92,81.0,7.65,5.18,7.12,4.0,65.0,250.0,7.12
9379,51.0,,Software Engineer,1.51,20.0,7.86,7.25,4.69,3.0,60.0,28.0,5.52
9380,32.0,Male,Software Engineer,,99.0,6.26,7.37,5.96,2.0,1.0,43.0,4.62
9381,,Female,Manager,8.07,75.0,5.78,3.28,10.0,4.0,115.0,265.0,9.79
9382,36.0,Male,Student,4.66,106.0,6.54,5.81,6.42,4.0,30.0,104.0,5.86
9383,32.0,Female,Doctor,7.98,1.0,7.25,5.86,9.37,0.0,46.0,105.0,6.89
9384,23.0,Female,Doctor,7.2,83.0,6.51,5.68,7.31,4.0,99.0,26.0,7.0
9385,26.0,Male,Teacher,5.66,22.0,7.95,6.02,6.71,2.0,60.0,282.0,7.65
9386,54.0,Female,Researcher,7.64,84.0,4.79,4.48,10.0,0.0,,263.0,9.29
9387,37.0,Male,Freelancer,8.91,94.0,5.98,4.55,10.0,4.0,109.0,293.0,10.0
9388,51.0,Male,Freelancer,8.14,15.0,,4.05,10.0,2.0,51.0,209.0,10.0
9389,55.0,Female,Manager,7.23,12.0,7.36,6.73,8.17,,71.0,145.0,
9390,43.0,Male,Student,7.32,3.0,7.79,6.92,8.51,3.0,97.0,236.0,7.98
9391,35.0,Male,Student,2.45,,7.34,9.21,3.79,3.0,117.0,284.0,4.17
9392,45.0,Female,Doctor,9.56,113.0,8.78,3.53,10.0,0.0,20.0,293.0,9.99
9393,26.0,Female,Teacher,2.85,64.0,8.66,6.72,6.01,2.0,119.0,141.0,4.98
9394,49.0,Male,Software Engineer,4.14,25.0,5.35,6.75,5.63,2.0,42.0,276.0,6.02
9395,23.0,Male,Teacher,5.66,29.0,5.22,6.75,8.58,,14.0,45.0,9.51
9396,,,Software Engineer,2.14,117.0,4.13,6.84,1.0,1.0,57.0,,1.0
9397,,Female,Freelancer,6.34,37.0,6.51,5.58,8.29,4.0,83.0,180.0,8.89
9398,41.0,Male,Doctor,2.64,19.0,,9.16,4.03,,115.0,164.0,6.1
9399,30.0,Female,Researcher,9.31,24.0,4.79,5.62,9.48,0.0,68.0,135.0,10.0
9400,,Female,Teacher,9.0,51.0,6.97,5.59,10.0,2.0,12.0,191.0,
9401,36.0,Female,Student,5.9,82.0,7.6,7.93,5.94,2.0,15.0,123.0,6.35
9402,38.0,Female,Manager,5.05,90.0,5.84,7.7,4.95,0.0,118.0,298.0,4.31
9403,44.0,Female,Designer,1.92,9.0,7.51,8.39,3.62,3.0,37.0,88.0,3.03
9404,36.0,Male,Student,8.41,40.0,8.19,4.92,10.0,1.0,2.0,293.0,10.0
9405,41.0,Male,Freelancer,4.41,80.0,4.05,5.58,8.23,0.0,64.0,41.0,8.27
9406,43.0,Female,,3.22,60.0,7.68,8.66,3.54,4.0,58.0,,5.33
9407,45.0,Female,Software Engineer,9.96,110.0,7.0,2.83,10.0,3.0,103.0,276.0,8.82
9408,35.0,Female,Doctor,7.01,1.0,8.22,6.23,,0.0,46.0,35.0,7.2
9409,53.0,Male,Teacher,1.66,80.0,4.69,7.82,,1.0,69.0,158.0,3.4
9410,59.0,Female,Freelancer,8.21,6.0,8.04,5.7,9.07,3.0,,225.0,10.0
9411,46.0,Male,,7.75,59.0,4.71,3.88,10.0,4.0,50.0,195.0,8.34
9412,34.0,Other,Doctor,4.61,60.0,6.92,8.19,3.49,3.0,49.0,127.0,3.26
9413,21.0,Male,Doctor,2.11,79.0,5.35,9.47,3.19,2.0,90.0,286.0,2.62
9414,46.0,Female,Software Engineer,5.48,112.0,5.2,4.78,6.98,0.0,0.0,90.0,4.6
9415,21.0,Male,Doctor,7.87,26.0,6.49,7.04,7.52,3.0,23.0,149.0,6.12
9416,27.0,Female,Teacher,1.68,0.0,7.79,8.69,1.82,0.0,12.0,90.0,1.48
9417,42.0,Male,Freelancer,2.47,85.0,7.23,8.73,1.21,0.0,29.0,72.0,1.03
9418,48.0,Female,,6.57,85.0,8.94,6.45,8.23,0.0,85.0,280.0,8.9
9419,20.0,Female,,,26.0,4.6,5.64,8.12,2.0,51.0,147.0,
9420,19.0,Female,Teacher,9.15,79.0,7.61,4.39,10.0,3.0,0.0,86.0,9.44
9421,42.0,Female,Teacher,8.33,59.0,4.28,5.7,8.24,2.0,28.0,105.0,9.03
9422,23.0,Male,,9.27,52.0,5.79,6.18,9.06,1.0,89.0,156.0,10.0
9423,43.0,Male,Doctor,5.19,35.0,5.72,8.71,3.13,3.0,71.0,80.0,
9424,25.0,Female,Freelancer,8.09,79.0,5.28,6.06,10.0,3.0,100.0,272.0,9.68
9425,52.0,Male,Software Engineer,1.44,23.0,6.66,8.86,1.0,2.0,86.0,33.0,
9426,44.0,Female,Student,3.65,34.0,5.22,7.87,4.98,3.0,86.0,174.0,4.41
9427,42.0,Female,,6.8,32.0,5.84,6.1,9.2,2.0,113.0,102.0,8.73
9428,35.0,Male,Manager,7.87,,8.3,4.82,8.57,0.0,33.0,,10.0
9429,18.0,Male,Researcher,6.13,68.0,5.62,6.16,7.63,1.0,61.0,65.0,8.01
9430,56.0,Male,,5.33,34.0,8.93,6.36,6.23,0.0,65.0,121.0,6.16
9431,20.0,Male,Doctor,3.1,82.0,5.38,6.65,4.93,4.0,100.0,107.0,6.15
9432,21.0,Female,,2.57,106.0,8.52,5.81,4.77,4.0,17.0,92.0,5.61
9433,58.0,Female,Freelancer,8.88,46.0,6.16,4.54,10.0,0.0,61.0,162.0,10.0
9434,54.0,Male,Teacher,2.28,97.0,,6.14,3.25,2.0,60.0,262.0,4.47
9435,32.0,Male,Freelancer,4.92,95.0,6.13,7.65,5.37,4.0,18.0,295.0,4.4
9436,25.0,Female,,9.0,88.0,7.85,3.92,,4.0,51.0,288.0,9.28
9437,55.0,Male,Researcher,2.33,58.0,6.0,8.53,4.8,2.0,45.0,289.0,5.4
9438,36.0,Male,Software Engineer,2.15,60.0,7.1,6.4,4.34,3.0,76.0,108.0,5.42
9439,,,Student,7.23,21.0,4.26,5.93,9.92,2.0,115.0,271.0,10.0
9440,56.0,Female,Manager,3.98,102.0,7.0,4.52,8.46,1.0,92.0,174.0,9.24
9441,27.0,Male,Freelancer,4.92,113.0,,7.04,8.14,3.0,65.0,289.0,8.18
9442,55.0,,Manager,6.63,26.0,8.98,6.2,8.1,3.0,7.0,52.0,8.96
9443,31.0,Other,Student,4.41,96.0,8.05,6.8,6.84,1.0,83.0,152.0,8.98
9444,58.0,Male,Software Engineer,8.2,71.0,4.4,4.11,10.0,0.0,9.0,132.0,10.0
9445,36.0,Female,Designer,9.72,93.0,4.99,4.06,10.0,3.0,87.0,147.0,10.0
9446,,Male,Designer,9.4,111.0,7.08,5.22,9.99,3.0,23.0,295.0,10.0
9447,22.0,Male,Freelancer,5.91,89.0,5.5,5.95,6.92,0.0,26.0,292.0,6.67
9448,48.0,Male,Designer,4.19,14.0,5.06,7.38,4.83,1.0,19.0,115.0,5.34
9449,24.0,Male,Doctor,4.9,35.0,5.78,6.58,7.1,3.0,82.0,262.0,8.2
9450,36.0,Male,Manager,3.97,108.0,4.53,4.53,7.71,0.0,18.0,179.0,7.3
9451,48.0,Male,Software Engineer,4.98,56.0,6.77,6.58,5.45,1.0,58.0,79.0,4.98
9452,56.0,Male,Doctor,1.12,75.0,5.42,8.33,2.66,1.0,18.0,217.0,3.31
9453,41.0,Male,Doctor,1.5,40.0,8.34,9.29,1.54,,2.0,142.0,1.29
9454,51.0,Female,Freelancer,7.94,44.0,4.16,5.94,7.84,3.0,57.0,102.0,10.0
9455,40.0,Female,Software Engineer,4.01,42.0,5.75,6.95,5.46,3.0,64.0,55.0,6.18
9456,57.0,,Doctor,8.15,11.0,6.75,6.53,8.45,0.0,95.0,101.0,8.77
9457,23.0,Female,Freelancer,5.32,67.0,,7.69,6.48,0.0,118.0,34.0,8.06
9458,55.0,Female,Manager,8.25,66.0,,6.45,7.33,4.0,36.0,232.0,6.69
9459,58.0,,Software Engineer,6.97,100.0,4.36,4.36,10.0,0.0,93.0,294.0,10.0
9460,53.0,Male,Researcher,2.81,101.0,4.8,6.99,5.09,4.0,,131.0,7.33
9461,44.0,Male,Designer,5.03,95.0,5.36,,5.43,2.0,36.0,128.0,5.63
9462,,Female,Designer,7.34,89.0,7.53,3.69,10.0,4.0,108.0,38.0,10.0
9463,22.0,Female,,3.98,3.0,,8.05,4.96,2.0,23.0,281.0,4.45
9464,34.0,Female,Student,2.74,64.0,,7.16,4.04,4.0,117.0,23.0,1.74
9465,24.0,Male,Software Engineer,5.86,118.0,4.78,5.82,7.74,2.0,22.0,285.0,8.55
9466,44.0,Female,Teacher,3.46,4.0,5.84,7.79,,3.0,73.0,154.0,1.5
9467,32.0,Male,Freelancer,6.35,1.0,6.1,6.66,7.48,4.0,25.0,149.0,
9468,30.0,Male,Researcher,3.45,45.0,4.32,6.79,6.83,1.0,79.0,145.0,6.85
9469,28.0,Female,,9.16,74.0,4.61,1.69,10.0,4.0,0.0,149.0,10.0
9470,43.0,Male,Doctor,4.1,8.0,5.31,7.17,5.25,0.0,6.0,137.0,3.37
9471,39.0,Male,Student,9.17,7.0,8.18,6.47,8.64,3.0,12.0,,10.0
9472,45.0,Female,Software Engineer,3.52,57.0,5.05,5.7,6.98,3.0,52.0,176.0,7.73
9473,41.0,Female,Designer,6.44,102.0,5.13,5.33,9.12,0.0,60.0,236.0,8.82
9474,46.0,Male,Doctor,2.17,62.0,6.47,7.98,4.89,0.0,35.0,298.0,5.18
9475,26.0,Male,Software Engineer,8.01,60.0,8.46,,10.0,2.0,102.0,187.0,10.0
9476,59.0,Female,Software Engineer,2.8,,6.64,9.26,3.82,3.0,20.0,201.0,1.69
9477,21.0,Male,,8.78,72.0,4.4,4.15,10.0,2.0,19.0,143.0,9.82
9478,35.0,Male,,5.07,41.0,4.93,6.58,6.68,3.0,19.0,284.0,6.15
9479,33.0,Male,Software Engineer,1.85,49.0,8.28,9.69,1.95,1.0,73.0,102.0,1.0
9480,50.0,Female,Student,4.27,93.0,8.38,4.14,7.69,3.0,63.0,34.0,7.34
9481,46.0,Male,Student,8.02,92.0,7.98,2.56,10.0,3.0,0.0,159.0,9.86
9482,56.0,Male,Manager,1.69,50.0,6.71,9.91,1.0,1.0,108.0,200.0,1.36
9483,27.0,Male,Researcher,,24.0,6.2,7.43,6.51,1.0,116.0,288.0,7.23
9484,26.0,Male,,5.57,21.0,5.34,7.88,5.42,1.0,43.0,220.0,5.66
9485,48.0,Male,Manager,3.79,97.0,6.74,9.36,3.69,1.0,90.0,95.0,2.8
9486,45.0,Female,Designer,7.8,21.0,7.41,6.58,8.02,4.0,62.0,24.0,
9487,,Female,Manager,1.47,109.0,,7.69,2.33,4.0,32.0,147.0,1.0
9488,31.0,Female,Researcher,5.48,93.0,,4.35,8.62,3.0,77.0,240.0,8.39
9489,42.0,Female,Manager,5.56,116.0,8.52,5.41,6.68,4.0,18.0,120.0,5.82
9490,32.0,Female,Researcher,1.78,73.0,5.95,7.13,3.45,1.0,90.0,259.0,
9491,19.0,Female,Freelancer,2.22,68.0,8.42,7.6,2.92,1.0,40.0,130.0,3.37
9492,,,Freelancer,4.69,68.0,5.99,3.77,9.83,4.0,52.0,244.0,10.0
9493,31.0,,Freelancer,5.83,65.0,4.19,4.34,9.11,4.0,23.0,89.0,8.9
9494,24.0,Male,Software Engineer,1.48,93.0,7.69,7.38,3.65,4.0,74.0,261.0,4.43
9495,53.0,Male,Designer,1.11,63.0,8.6,8.65,1.0,4.0,54.0,262.0,1.59
9496,41.0,Other,Doctor,2.73,21.0,5.27,7.55,4.1,0.0,94.0,57.0,4.63
9497,44.0,Female,Teacher,5.39,12.0,6.71,6.98,6.4,0.0,75.0,144.0,7.0
9498,54.0,Female,Doctor,1.36,102.0,8.04,6.87,4.72,3.0,52.0,262.0,6.24
9499,55.0,Other,,7.6,88.0,5.61,3.72,10.0,4.0,89.0,79.0,10.0
9500,47.0,Female,Researcher,2.37,116.0,5.43,7.6,2.07,0.0,84.0,213.0,1.4
9501,44.0,Female,,7.95,26.0,6.06,4.66,10.0,0.0,97.0,273.0,10.0
9502,56.0,Male,Teacher,2.84,46.0,6.75,6.64,5.08,3.0,37.0,27.0,6.47
9503,32.0,Female,Researcher,4.12,90.0,6.76,8.72,3.64,0.0,36.0,174.0,3.88
9504,43.0,Female,Teacher,5.31,20.0,6.43,7.34,5.01,4.0,2.0,23.0,
9505,18.0,Other,Designer,4.13,30.0,8.1,7.66,6.08,3.0,88.0,57.0,5.62
9506,21.0,Female,Freelancer,1.21,78.0,4.76,7.51,2.57,3.0,46.0,224.0,2.11
9507,46.0,Female,Doctor,9.18,37.0,4.43,5.55,10.0,3.0,5.0,120.0,
9508,18.0,Female,Student,3.58,38.0,4.84,7.57,4.58,1.0,107.0,205.0,3.93
9509,39.0,Male,Manager,,35.0,,7.13,4.17,0.0,44.0,172.0,
9510,28.0,Male,,2.19,99.0,4.73,8.95,4.57,3.0,86.0,212.0,5.24
9511,27.0,Female,,9.77,64.0,5.61,2.51,10.0,0.0,,40.0,
9512,34.0,Male,Designer,2.11,10.0,8.4,9.33,1.14,1.0,71.0,156.0,2.35
9513,53.0,Female,Researcher,4.12,68.0,4.7,5.26,7.41,1.0,4.0,92.0,6.5
9514,43.0,Male,Manager,1.61,33.0,6.64,9.2,2.44,,99.0,252.0,4.69
9515,38.0,Male,Designer,7.62,100.0,6.53,6.08,8.92,3.0,82.0,190.0,9.69
9516,30.0,Male,Manager,6.37,4.0,4.17,5.32,8.55,4.0,,231.0,8.45
9517,26.0,Male,Manager,5.8,19.0,4.58,8.22,7.34,3.0,106.0,176.0,8.18
9518,28.0,Male,Doctor,8.7,62.0,8.75,4.23,10.0,2.0,101.0,85.0,10.0
9519,28.0,Other,Designer,6.16,44.0,8.81,6.28,8.26,0.0,114.0,76.0,8.8
9520,23.0,Male,Teacher,,107.0,8.37,1.11,10.0,3.0,100.0,111.0,8.73
9521,18.0,Female,Student,,41.0,6.16,6.6,8.21,4.0,81.0,139.0,10.0
9522,23.0,Other,Manager,4.19,12.0,6.96,6.77,4.88,1.0,8.0,263.0,3.7
9523,30.0,Female,Freelancer,1.33,8.0,8.12,8.86,3.17,1.0,31.0,150.0,4.3
9524,39.0,Male,Teacher,7.53,4.0,7.38,7.11,7.98,2.0,22.0,22.0,8.92
9525,48.0,Female,Software Engineer,4.36,37.0,8.48,6.77,4.34,3.0,38.0,190.0,5.51
9526,39.0,Male,,6.39,95.0,5.58,3.83,,2.0,79.0,132.0,9.06
9527,54.0,Male,Freelancer,8.89,93.0,7.12,5.38,10.0,4.0,65.0,283.0,10.0
9528,44.0,,Student,1.07,48.0,6.84,8.31,3.71,0.0,6.0,246.0,4.33
9529,31.0,Male,Software Engineer,7.84,91.0,8.92,4.22,10.0,4.0,51.0,156.0,
9530,22.0,Other,Doctor,4.92,100.0,8.39,6.54,5.88,2.0,69.0,154.0,5.66
9531,53.0,Female,Freelancer,2.12,27.0,4.83,9.26,2.84,2.0,25.0,285.0,4.05
9532,49.0,Male,Software Engineer,6.24,42.0,4.29,8.25,6.26,1.0,3.0,168.0,
9533,51.0,Male,Designer,5.79,69.0,6.23,5.43,8.21,4.0,51.0,122.0,7.8
9534,24.0,Female,Student,8.58,40.0,6.73,4.06,10.0,0.0,93.0,192.0,10.0
9535,59.0,,Designer,5.69,43.0,7.95,6.74,7.1,1.0,92.0,129.0,7.58
9536,27.0,Female,Teacher,8.45,28.0,4.8,5.97,9.09,0.0,37.0,127.0,9.58
9537,34.0,Male,Doctor,5.9,67.0,8.6,5.95,8.4,3.0,112.0,147.0,8.18
9538,47.0,Male,Student,5.02,81.0,6.86,6.22,6.38,2.0,46.0,252.0,6.11
9539,,Male,Doctor,4.34,78.0,8.21,6.78,6.43,0.0,102.0,205.0,6.45
9540,30.0,Male,,,24.0,8.18,8.12,5.92,4.0,111.0,284.0,4.3
9541,18.0,Male,Student,6.26,67.0,8.76,5.08,10.0,1.0,62.0,260.0,
9542,18.0,Male,,5.9,13.0,7.29,5.99,8.35,2.0,0.0,238.0,7.82
9543,50.0,Male,Designer,9.78,58.0,7.92,3.29,10.0,1.0,96.0,261.0,9.48
9544,55.0,Female,Teacher,4.71,61.0,8.1,,5.72,3.0,58.0,43.0,5.3
9545,42.0,Female,Software Engineer,4.79,,6.34,4.16,8.07,1.0,25.0,67.0,9.69
9546,43.0,Male,Researcher,2.47,16.0,6.16,9.37,3.53,0.0,63.0,190.0,2.25
9547,30.0,Female,Researcher,6.38,97.0,8.73,6.41,6.93,1.0,114.0,66.0,5.36
9548,,Female,,8.63,116.0,4.33,4.27,10.0,1.0,27.0,170.0,8.54
9549,50.0,Female,Student,3.23,18.0,8.76,6.46,4.33,3.0,92.0,272.0,3.91
9550,54.0,,Student,1.08,28.0,6.89,7.98,,0.0,99.0,141.0,3.1
9551,58.0,,Manager,7.22,85.0,5.47,3.81,9.95,1.0,66.0,101.0,10.0
9552,47.0,Male,Doctor,1.28,77.0,6.79,6.69,3.47,3.0,,66.0,1.61
9553,25.0,Male,Software Engineer,4.68,99.0,7.19,5.66,8.58,1.0,43.0,134.0,8.47
9554,18.0,Male,Teacher,6.51,65.0,4.55,7.09,8.66,0.0,,81.0,7.77
9555,29.0,Female,Student,4.47,44.0,7.35,,,4.0,12.0,131.0,5.79
9556,22.0,,Researcher,3.35,70.0,8.51,8.04,5.35,1.0,107.0,245.0,5.05
9557,41.0,Male,Student,8.19,27.0,8.86,3.07,10.0,1.0,1.0,176.0,9.66
9558,23.0,Female,Doctor,3.71,58.0,7.0,8.94,3.61,4.0,8.0,249.0,4.47
9559,42.0,Female,Doctor,2.62,53.0,5.64,9.33,1.81,4.0,68.0,206.0,1.43
9560,18.0,Male,Student,4.5,7.0,6.82,6.44,5.99,4.0,65.0,276.0,5.47
9561,42.0,Female,Student,2.18,92.0,4.01,5.51,5.26,1.0,23.0,299.0,4.3
9562,18.0,Male,Manager,,9.0,8.6,6.37,7.03,4.0,,128.0,6.7
9563,49.0,Female,Student,7.39,20.0,7.92,8.05,6.19,1.0,68.0,29.0,5.57
9564,59.0,Male,Designer,1.13,34.0,4.83,9.3,1.0,1.0,31.0,191.0,1.0
9565,59.0,Male,Student,7.25,3.0,7.05,6.0,10.0,2.0,93.0,132.0,
9566,20.0,Female,Teacher,3.69,,4.1,7.32,6.06,0.0,77.0,262.0,8.12
9567,36.0,Female,Teacher,6.91,84.0,5.08,5.94,8.22,0.0,117.0,181.0,9.9
9568,46.0,Male,Freelancer,7.36,101.0,4.85,,10.0,1.0,16.0,279.0,10.0
9569,19.0,Female,Manager,3.5,24.0,4.78,8.38,4.24,,73.0,160.0,4.27
9570,26.0,Female,Software Engineer,,19.0,6.76,9.75,2.01,1.0,97.0,152.0,2.52
9571,34.0,Male,Doctor,8.44,70.0,8.82,3.54,10.0,,82.0,220.0,10.0
9572,53.0,Male,Software Engineer,7.65,70.0,4.65,5.4,10.0,0.0,52.0,259.0,10.0
9573,34.0,Female,Student,8.53,95.0,8.36,5.38,9.85,3.0,83.0,141.0,9.01
9574,29.0,Male,Doctor,4.92,95.0,4.41,4.18,9.75,1.0,75.0,219.0,10.0
9575,37.0,Female,Student,5.11,21.0,4.41,6.88,7.72,4.0,100.0,250.0,6.41
9576,20.0,Female,Doctor,4.1,48.0,7.14,6.28,6.74,1.0,117.0,132.0,6.08
9577,21.0,Female,Manager,5.49,88.0,6.87,4.83,8.46,4.0,105.0,,9.23
9578,34.0,Other,Freelancer,6.82,5.0,,8.08,7.36,4.0,89.0,44.0,4.5
9579,54.0,Male,,8.33,50.0,6.67,5.94,10.0,0.0,119.0,192.0,9.1
9580,59.0,,Researcher,2.65,26.0,7.77,9.49,3.92,3.0,74.0,,3.08
9581,32.0,Female,Freelancer,4.65,17.0,7.87,8.41,6.22,0.0,9.0,,4.51
9582,50.0,Female,Designer,5.15,11.0,4.06,7.51,5.5,1.0,72.0,213.0,6.27
9583,33.0,Male,Designer,5.39,27.0,4.39,7.43,4.44,2.0,26.0,115.0,4.59
9584,28.0,Male,Freelancer,5.88,18.0,4.02,,5.73,2.0,9.0,44.0,5.29
9585,37.0,Female,Manager,8.22,42.0,4.08,5.08,9.75,4.0,31.0,93.0,10.0
9586,55.0,Male,Freelancer,8.98,80.0,8.2,4.95,,,4.0,46.0,8.72
9587,41.0,Male,Software Engineer,2.43,98.0,4.42,9.28,2.21,2.0,,135.0,2.62
9588,33.0,,Doctor,7.41,14.0,7.56,6.91,6.52,3.0,91.0,95.0,6.48
9589,47.0,Other,Software Engineer,5.31,68.0,8.9,,8.74,1.0,9.0,258.0,
9590,51.0,Female,Researcher,4.76,35.0,8.1,6.78,5.73,4.0,9.0,142.0,5.43
9591,18.0,Female,Doctor,2.02,96.0,4.33,6.73,4.61,1.0,99.0,298.0,3.61
9592,41.0,Male,Researcher,1.58,84.0,8.47,6.39,5.98,4.0,45.0,57.0,5.18
9593,41.0,Female,Researcher,,98.0,8.79,1.0,10.0,0.0,58.0,195.0,10.0
9594,26.0,Male,Student,6.78,41.0,7.53,4.88,9.26,2.0,51.0,53.0,10.0
9595,39.0,Other,Researcher,5.07,90.0,7.08,5.57,8.6,,7.0,76.0,6.51
9596,29.0,Female,Designer,7.86,,7.01,5.66,10.0,4.0,14.0,123.0,8.56
